District,shopId,user_name,shop_name,last_login_time,last_tp_ack_date,last_ob_date,last_sold_date
Agra,"19044","19044",( 19044) AVADHPURI CHAURAHA,,,,
Agra,"19047","19047",( 19047) PANWARI MARG NAGLA SOHANLAL,,,,
KanpurNagar,"19048","19048",( 19048) KOPARGANJ,,,,
Agra,"19058","19058",( 19058) KALWARI MARG,,,,
Kaushambhi,"19065","19065",( 19065) KARASN CHAURAHA,,,,
Ayodhya,"19066","19066",( 19066) ASHUMAU,,,,
Agra,"19075","19075",( 19075) DEHTORA MOD,,,,
Lucknow,"19082","19082",( 19082) GURU GOVIND SINGH MARG (NEAR BHEDI MARKET CHAURAHA),"2022-05-02 14:42:51.0",,,
KanpurNagar,"19086","19086",( 19086) GOWARDHANPURWA GAUSHALA CHAURAHA,,,,
Agra,"19093","19093",( 19093) ALBATIYA ROAD,,,,
Lucknow,"19103","19103",( 19103) HEWETT ROAD,,,,
KanpurNagar,"19104","19104",( 19104) BASANT VIHAR,,,,
Kaushambhi,"19109","19109",( 19109) HARRAYPUR,,,,
Agra,"19113","19113",( 19113) BASANT CINEMA,,,,
Pryagraj,"19114","19114",( 19114) PIPAL GAON,,,,
Lucknow,"19127","19127",( 19127) TAHSEEN GANJ,"2022-05-02 13:53:21.0",,,
KanpurNagar,"19132","19132",( 19132) HANSPUR,,,,
Agra,"19138","19138",( 19138) KISHORPURA,,,,
Kaushambhi,"19145","19145",( 19145) CHARWA,,,,
Pryagraj,"19153","19153",( 19153) PONGHATPUL,,,,
Lucknow,"19155","19155",( 19155) RAJAJIPURAM NO 1 (TAXI STAND),,,,
Agra,"19156","19156",( 19156) RAJAMANDI BAZAR,,,,
Agra,"19164","19164",( 19164) SIR KI MANDI JAIPUR HOUSE (JAIPUR HOUSE POLISH CHAUKI TIRAHE SE 250 METERS KI PARIDHI MAIN,,,,
KanpurNagar,"19168","19168",( 19168) HANUMANT VIHAR,,,,
Kaushambhi,"19183","19183",( 19183) CHAYAL,"2022-05-02 11:58:36.0","2022-05-02 11:54:01.0",,"2022-05-02 12:00:48.0"
KanpurNagar,"19185","19185",( 19185) YOGENDRA VIHAR,,,,
Agra,"19187","19187",( 19187) PANCHKUIYA NALBAND ROAD,,,,
Lucknow,"19191","19191",( 19191) EVEREDY CHAURAHA,,,,
Agra,"19197","19197",( 19197) MARUTI STATE ROAD,,,,
Lucknow,"19212","19212",( 19212) NAGARIYA (HARDOI ROAD),"2022-05-02 13:36:49.0",,,
KanpurNagar,"19213","19213",( 19213) YASHODA NAGAR BYPAS,,,,
Kaushambhi,"19217","19217",( 19217) NEWADA,"2022-05-02 15:30:08.0","2022-05-02 15:26:13.0",,"2022-05-02 15:31:00.0"
Agra,"19232","19232",( 19232) RAMBAG,,,,
KanpurNagar,"19236","19236",( 19236) JUGAIYA GAO,,,,
Agra,"19242","19242",( 19242) DHANAULI NO 2 ( SAFED MANDIR LAKSHMANPURI GATE NO 4 SE AHILYABAI SCHOOL TAK) NAGAR NIGAM KI SEEMA,,,,
Lucknow,"19243","19243",( 19243) RAJAJIPURAM C- BLOCK MARKET NEAR SABZI MANDI,,,,
Agra,"19247","19247",( 19247) JEONI MANDI,,,,
Kaushambhi,"19249","19249",( 19249) BERUAA,,,,
Agra,"19261","19261",( 19261) BELAN GANJ-(A),,,,
KanpurNagar,"19266","19266",( 19266) YASHODA NAGAR SABJI MANDI,,,,
Lucknow,"19268","19268",( 19268) ALAMNAGAR,,,,
Agra,"19281","19281",( 19281) KALA MAHEL,,,,
Pryagraj,"19287","19287",( 19287) KAREHDA TIRAHA,,,,
Lucknow,"19289","19289",( 19289) YASEENGANJ (CAMPWELL ROAD),"2022-04-29 17:41:50.0",,,
KanpurDehat,"19291","19291",( 19291) AKBARPUR,,,,
Agra,"19302","19302",( 19302) FREE GANJ,,,,
KanpurNagar,"19306","19306",( 19306) TIWARI CHAURAHA-(A),,,,
Lucknow,"19315","19315",( 19315) AISHBAGH,,,,
Agra,"19322","19322",( 19322) SHAMSABAAD,,,,
Agra,"19335","19335",( 19335) HATHRAS ROAD,,,,
KanpurNagar,"19339","19339",( 19339) HANSPUR AWAS VIKAS,,,,
Lucknow,"19346","19346",( 19346) BALAGANJ CHAURAHA,,,,
Agra,"19350","19350",( 19350) JAMUNA BRIJ,,,,
Agra,"19352","19352",( 19352) FATEHABAAD SHAHAR,,,,
Agra,"19361","19361",( 19361) SHAHDARA CHUNGI,,,,
KanpurNagar,"19362","19362",( 19362) BAUDH NAGAR,,,,
Lucknow,"19366","19366",( 19366) PARA NAI BASTI,,,,
Agra,"19370","19370",( 19370) TEDHI BAGIYA,,,,
Pryagraj,"19372","19372",( 19372) ASRAVAL,,,,
Agra,"19383","19383",( 19383) VINOD VIHAR,,,,
Lucknow,"19386","19386",( 19386) MEENA BAKERY CHAURAHA,,,,
Agra,"19394","19394",( 19394) MOTILAL NEHRU ROAD,,,,
Lucknow,"19398","19398",( 19398) KISHOREGANJ CHAURAHA,,,,
KanpurNagar,"19400","19400",( 19400) RAJEEV VIHAR,,,,
KanpurDehat,"19408","19408",( 19408) NAVIPUR,,,,
Agra,"19414","19414",( 19414) DHIMSHREE,,,,
KanpurNagar,"19418","19418",( 19418) BABUPURWA-(A),,,,
Agra,"19424","19424",( 19424) MANDI SAMITI BYPASS,,,,
Agra,"19427","19427",( 19427) NIBOHRA,,,,
KanpurNagar,"19433","19433",( 19433) T P NAGAR,,,,
Kaushambhi,"19435","19435",( 19435) MANJHAN PUR,,,,
KanpurDehat,"19436","19436",( 19436) RANIA,,,,
KanpurNagar,"19454","19454",( 19454) NAYA PURWA KIDWAI NAGAR,,,,
Kaushambhi,"19461","19461",( 19461) KARARI,,,,
Agra,"19464","19464",( 19464) TRANS YAMUNA COLONY,,,,
Agra,"19473","19473",( 19473) VAHIDPUR (SH SE 220 METER SE ADHIK DURI PAR),"2022-05-02 14:25:10.0",,,
Lucknow,"19475","19475",( 19475) FARIDIPUR(PS THAKURGANJ),,,,
KanpurNagar,"19479","19479",( 19479) NIRALA NAGAR,,,,
Agra,"19480","19480",( 19480) HATHIGHAT,,,,
Kaushambhi,"19482","19482",( 19482) PASCHIM SHAREERA,,,,
KanpurDehat,"19492","19492",( 19492) JHINJHAK (NAHAR KE PAS)-(A),,,,
KanpurNagar,"19502","19502",( 19502) HANSHPUR GALLA MANDI,,,,
Lucknow,"19503","19503",( 19503) KOYLA MANDI (PS BAZAR KHALA),,,,
Kaushambhi,"19505","19505",( 19505) DAK SARERA,,,,
Agra,"19509","19509",( 19509) SHAMSABAAD NO 2,,,,
KanpurNagar,"19517","19517",( 19517) JUHI,,,,
Kaushambhi,"19530","19530",( 19530) OSHA CHOURAHA,,,,
Agra,"19536","19536",( 19536) HIRNER-(A),,,,
KanpurNagar,"19538","19538",( 19538) DHAKNAPURWA-(A),,,,
Lucknow,"19540","19540",( 19540) VIVEK KHAND (GOMTI NAGAR),,,,
KanpurNagar,"19554","19554",( 19554) BARA DEVI,,,,
Lucknow,"19558","19558",( 19558) PATRAKAR PURAM (GOMTI NAGAR),"2022-05-02 15:08:36.0",,,
KanpurNagar,"19568","19568",( 19568) E BLOCK KIDWAI NAGAR,,,,
Kaushambhi,"19569","19569",( 19569) GUWARA CHOURAHA,,,,
Agra,"19577","19577",( 19577) TULA SHAH PUR,,,,
Lucknow,"19579","19579",( 19579) SHANKAR CHAURAHA (GOMTI NAGAR),"2022-04-30 16:20:01.0","2022-04-29 16:04:05.0",,"2022-04-30 17:49:24.0"
Kaushambhi,"19588","19588",( 19588) SAMDA,,,,
KanpurNagar,"19592","19592",( 19592) PARAMPURWA-(A),,,,
Lucknow,"19598","19598",( 19598) MITHAI CHAURAHA (GOMTI NAGAR),,,,
Agra,"19602","19602",( 19602) KAVISH CHAURAHA-(A),,,,
Kaushambhi,"19613","19613",( 19613) TEWA,,,,
KanpurNagar,"19614","19614",( 19614) AMBEDKAR NAGAR,,,,
Agra,"19616","19616",( 19616) GADHI GIVANRAM,,,,
Lucknow,"19618","19618",( 19618) VIBHUTI KHAND GOMTI NAGAR,,,,
Agra,"19622","19622",( 19622) NAGLA BHOLA-(A),,,,
Agra,"19630","19630",( 19630) DHULIYA GANJ,,,,
Kaushambhi,"19637","19637",( 19637) CHAMPAHA,,,,
KanpurNagar,"19641","19641",( 19641) HARDEV NAGAR NAYI BASTI,,,,
Agra,"19642","19642",( 19642) JHAAL TIRAHA,,,,
Lucknow,"19648","19648",( 19648) MALLHAUR STATION,"2022-05-01 20:19:08.0","2022-04-30 12:11:51.0",,"2022-04-30 13:13:39.0"
KanpurNagar,"19659","19659",( 19659) FAZALGANJ-(A),,,,
Agra,"19660","19660",( 19660) NUNIHAI,,,,
Kaushambhi,"19661","19661",( 19661) ASADHA,,,,
Lucknow,"19668","19668",( 19668) VIKAS NAGAR (KURSI ROAD),,,,
Agra,"19674","19674",( 19674) LOHARI,,,,
KanpurNagar,"19678","19678",( 19678) DARSHANPURWA,,,,
Kaushambhi,"19689","19689",( 19689) BAIRAM PUR,,,,
Agra,"19698","19698",( 19698) DINDINIYAPURA,,,,
KanpurNagar,"19702","19702",( 19702) GADERIYAN PURWA-(A),,,,
Kaushambhi,"19704","19704",( 19704) KANAILI,"2022-05-02 11:59:26.0","2022-05-02 11:26:54.0",,"2022-05-02 11:57:58.0"
KanpurNagar,"19716","19716",( 19716) VIJAY NAGAR-(A),,,,
KanpurNagar,"19736","19736",( 19736) VIJAY NAGAR COMPLEX,,,,
Lucknow,"19740","19740",( 19740) BHOOTHNATH INDIRA NAGAR,"2022-04-30 15:16:50.0","2022-04-30 15:18:29.0",,"2022-04-30 15:23:11.0"
Kaushambhi,"19741","19741",( 19741) MYOHAR,,,,
Agra,"19745","19745",( 19745) LAKHANPURA,,,,
KanpurNagar,"19755","19755",( 19755) GURU NANAK MARKET,,,,
KanpurNagar,"19767","19767",( 19767) LAJPAT NAGAR,,,,
Lucknow,"19769","19769",( 19769) MUNSHI PULIYA (INDIRA NAGAR),"2022-05-02 15:54:52.0","2022-05-02 16:09:26.0",,"2022-05-02 16:11:03.0"
Agra,"19773","19773",( 19773) DHARAPURA (SHANKARPUR GHAT),,,,
KanpurNagar,"19788","19788",( 19788) P ROAD-(A),,,,
Agra,"19791","19791",( 19791) GARH TIRAHA,,,,
Lucknow,"19797","19797",( 19797) LEKHRAJ MARKET(INDIRA NAGAR),"2022-05-02 18:05:51.0","2022-05-02 17:56:55.0",,"2022-05-02 18:06:26.0"
KanpurNagar,"19812","19812",( 19812) BHANNANA PURWA-(A),,,,
Agra,"19814","19814",( 19814) IKLAS PURA CHURAHA,,,,
Lucknow,"19821","19821",( 19821) AMRAPALI CHAURAHA,,,,
Kaushambhi,"19828","19828",( 19828) JAGNNATH PUR,,,,
KanpurNagar,"19833","19833",( 19833) R K NAGAR-(A),,,,
Agra,"19840","19840",( 19840) NAWAMEEL ( SH SE 220 METER SE ADHIK DURI PAR ),,,,
Agra,"19847","19847",( 19847) BALUGANJ,"2022-05-02 16:26:16.0","2022-05-02 16:32:21.0",,"2022-05-02 16:33:49.0"
Lucknow,"19848","19848",( 19848) MATIYARI CHAURAHA,"2022-05-02 17:17:58.0","2022-04-27 13:12:21.0",,"2022-04-27 14:04:48.0"
KanpurNagar,"19855","19855",( 19855) JAREEB CHAUKI G T ROAD,,,,
Ayodhya,"19863","19863",( 19863) MAWAI GAON,,,,
KanpurNagar,"19867","19867",( 19867) KAKA DEV,,,,
Lucknow,"19874","19874",( 19874) INDIRA NAGAR (POLYTECHNIC CHAURAHA),"2022-05-01 11:23:20.0","2022-04-30 11:14:37.0",,"2022-04-30 11:17:00.0"
Agra,"19886","19886",( 19886) NAYAWAAS,,,,
Kaushambhi,"19891","19891",( 19891) BHARWARI NO - 1,,,,
KanpurNagar,"19893","19893",( 19893) SARVODAYA NAGAR-(A),"2022-05-02 16:53:57.0","2022-05-02 16:54:16.0",,"2022-05-02 16:54:32.0"
Lucknow,"19906","19906",( 19906) KHURRAM NAGAR,"2022-04-29 11:52:18.0","2022-04-29 11:46:08.0",,"2022-04-29 11:52:55.0"
KanpurNagar,"19917","19917",( 19917) NAWABGANJ (VISHNUPURI),,,,
Kaushambhi,"19923","19923",( 19923) BHARWARI NO - 2,"2022-05-01 15:48:34.0","2022-04-30 18:48:36.0",,"2022-04-30 18:50:21.0"
KanpurNagar,"19931","19931",( 19931) AZAD NAGAR-(A),,,,
Agra,"19938","19938",( 19938) BIJLI GHAR CHAURAHA (CHAURAHE SE 150 MTR. KI RADIUS ME),,,,
Lucknow,"19939","19939",( 19939) TIWARIGANJ ( 220 METER AWAY FROM NATIONAL HIGHWAY),"2022-05-01 19:48:07.0","2022-04-29 19:39:34.0",,"2022-04-29 19:39:50.0"
Kaushambhi,"19949","19949",( 19949) GULAMIPUR,,,,
Lucknow,"19963","19963",( 19963) ISMAILGANJ,,,,
Agra,"19964","19964",( 19964) CHHIPITOLA,,,,
Ayodhya,"19969","19969",( 19969) UMAPUR,,,,
KanpurNagar,"19973","19973",( 19973) JYORA-KHYORA (KHYORA GAO)-(A),,,,
Agra,"19982","19982",( 19982) NAMNER,,,,
Kaushambhi,"19985","19985",( 19985) KALYANPUR,,,,
Agra,"19991","19991",( 19991) VARNA,,,,
KanpurNagar,"19995","19995",( 19995) KALYANPUR,,,,
Ayodhya,"19999","19999",( 19999) SAIDPUR,,,,
KanpurNagar,"20012","20012",( 20012) INDRA NAGAR,,,,
Kaushambhi,"20026","20026",( 20026) NARSINGHPUR KACHUWA,,,,
KanpurNagar,"20027","20027",( 20027) VIKAS NAGAR-(A),,,,
Agra,"20028","20028",( 20028) COLLECTORATE CHAURAHA-(A),,,,
Lucknow,"20030","20030",( 20030) TAKROHI BAZAAR,"2022-05-01 18:10:31.0","2022-04-29 10:25:49.0",,"2022-05-01 18:11:03.0"
KanpurNagar,"20047","20047",( 20047) BARSAYATPUR,,,,
Kaushambhi,"20050","20050",( 20050) SIRATHU,"2022-05-02 15:21:56.0","2022-05-02 14:38:57.0",,"2022-05-02 14:39:14.0"
Lucknow,"20052","20052",( 20052) RAM ASRE KA PURWA,"2022-05-02 13:47:08.0",,,
Ayodhya,"20055","20055",( 20055) BABA BAZAR,,,,
KanpurNagar,"20060","20060",( 20060) SHARDA NAGAR,,,,
Lucknow,"20075","20075",( 20075) BEHTA KURSI ROAD,"2022-05-02 15:14:42.0","2022-04-24 22:17:01.0",,"2022-04-24 18:35:51.0"
KanpurNagar,"20076","20076",( 20076) VINAYAKPUR,,,,
Kaushambhi,"20079","20079",( 20079) AJHUWA,,,,
Agra,"20084","20084",( 20084) GARSHI KHANDERA (ISAULI),,,,
Ayodhya,"20090","20090",( 20090) NEWRA,,,,
KanpurNagar,"20109","20109",( 20109) HASANPUR,,,,
Kaushambhi,"20110","20110",( 20110) UDHIN,,,,
Lucknow,"20111","20111",( 20111) TAKHWA CHAURAHA (GOMTI NAGAR),"2022-04-24 23:53:23.0",,,
Lucknow,"20127","20127",( 20127) SARVODAYA NAGAR,,,,
KanpurNagar,"20134","20134",( 20134) BARASIROHI,,,,
Kaushambhi,"20138","20138",( 20138) DEVIGANJ,,,,
Ayodhya,"20143","20143",( 20143) MAWAI CHAURAHA,,,,
Agra,"20144","20144",( 20144) PURA CHHATARIYA,,,,
KanpurNagar,"20147","20147",( 20147) RAWATPUR,,,,
Lucknow,"20152","20152",( 20152) GOMTI NAGAR PHASE-2(NEAR LAKSHMI MARKET),"2022-04-29 15:30:42.0","2022-04-29 14:53:30.0",,"2022-04-29 14:56:20.0"
KanpurNagar,"20163","20163",( 20163) RAWATPUR GAO,,,,
Agra,"20169","20169",( 20169) BADOBARAKALAN (BELAI PURA)-(A),,,,
Lucknow,"20183","20183",( 20183) DHAWA STATE (DEWA ROAD),,,,
Kaushambhi,"20184","20184",( 20184) SHAMSHABAD,,,,
KanpurNagar,"20185","20185",( 20185) MASWANPUR-(A),,,,
KanpurNagar,"20198","20198",( 20198) AWAS VIKAS,,,,
Lucknow,"20202","20202",( 20202) SEEMANT NAGAR,"2022-04-28 18:07:03.0",,,
Ayodhya,"20210","20210",( 20210) SORAHIMEEL,,,,
KanpurNagar,"20217","20217",( 20217) AWAS VIKAS BHAG 6,,,,
Agra,"20219","20219",( 20219) BADA GAON,,,,
Lucknow,"20229","20229",( 20229) SATRIKH MARG (CHINHAT),,,,
Kaushambhi,"20235","20235",( 20235) ATHSARAI,,,,
KanpurNagar,"20236","20236",( 20236) GEETA NAGAR CROSSING-(A),"2022-05-01 10:48:33.0","2022-04-30 16:28:10.0",,"2022-04-30 16:28:39.0"
KanpurNagar,"20253","20253",( 20253) SHASHTRI NAGAR,,,,
Lucknow,"20269","20269",( 20269) VIJAIPUR PS VIBHUTIKHAND,,,,
Ayodhya,"20276","20276",( 20276) AJADNAGAR,,,,
KanpurNagar,"20285","20285",( 20285) PARMAT-(A),,,,
Lucknow,"20295","20295",( 20295) BHARWARA ( WITHIN 100 MT FROM RAILWAY CROSSING )GOMTI NAGAR,"2022-05-02 11:53:55.0","2022-04-29 12:24:29.0",,"2022-04-29 15:27:19.0"
KanpurNagar,"20300","20300",( 20300) GWALTOLI-(A),,,,
Lucknow,"20313","20313",( 20313) KAMTA FAIZABAD ROAD,"2022-05-02 13:17:36.0","2022-04-28 16:26:54.0",,"2022-05-01 18:43:45.0"
KanpurNagar,"20327","20327",( 20327) K D A MARKET RAVE 3 KE PAS,,,,
KanpurNagar,"20350","20350",( 20350) GILISH BAZAR,,,,
Pryagraj,"20355","20355",( 20355) KEEDGANJ,,,,
KanpurNagar,"20356","20356",( 20356) BRAHMNAGAR-(A),,,,
Ayodhya,"20363","20363",( 20363) PUHAPI,,,,
Pryagraj,"20376","20376",( 20376) RAMBAGH,,,,
KanpurNagar,"20377","20377",( 20377) MCROBERT GANJ (CHUNNIGANJ ROAD)-(A),,,,
KanpurNagar,"20391","20391",( 20391) SHEESHAMAU BADA CHAURAHA-(A),,,,
Pryagraj,"20398","20398",( 20398) BAIRAHANA,,,,
Kaushambhi,"20406","20406",( 20406) TERIMOD,,,,
KanpurNagar,"20408","20408",( 20408) LAL IMLI CHAUK,,,,
Pryagraj,"20415","20415",( 20415) GAUGHAT,,,,
Kaushambhi,"20418","20418",( 20418) ALIPURJEETA,,,,
KanpurNagar,"20423","20423",( 20423) PALTAN GADDI-(A),,,,
Ayodhya,"20431","20431",( 20431) NAUWA KUNWA,,,,
Pryagraj,"20434","20434",( 20434) MUTTHIGANJ NO. 1 (MUTTHI GANJ CHAURAHE SE HATIYA POLICE CHUKI TAK),,,,
KanpurNagar,"20439","20439",( 20439) MAKRI KHERA SE MUKHARJI NAGAR ROAD,,,,
Kaushambhi,"20447","20447",( 20447) DHATA RODE SIRATHU,"2022-05-02 13:32:54.0","2022-05-02 13:33:18.0",,"2022-05-02 13:33:41.0"
Agra,"20454","20454",( 20454) DHAKRAN-(A),,,,
KanpurNagar,"20456","20456",( 20456) SANIGWAN,,,,
Pryagraj,"20463","20463",( 20463) KATGHAR,,,,
KanpurNagar,"20472","20472",( 20472) BHAVA NAGAR,,,,
Kaushambhi,"20474","20474",( 20474) MURATGANJ,,,,
Pryagraj,"20488","20488",( 20488) KOTHAPARCHA,,,,
Kaushambhi,"20490","20490",( 20490) SARAY AKIL,,,,
Ayodhya,"20491","20491",( 20491) SHAHGANJ CHAURAHA,,,,
Pryagraj,"20502","20502",( 20502) BALUAGHAT,,,,
Kaushambhi,"20507","20507",( 20507) MANAURI,,,,
KanpurNagar,"20511","20511",( 20511) KOYLA NAGAR,,,,
Pryagraj,"20522","20522",( 20522) SWADESI COTTON MILL,,,,
Kaushambhi,"20529","20529",( 20529) TILHAPUR MOD,"2022-05-02 15:06:11.0","2022-05-02 14:58:39.0",,"2022-05-02 15:01:05.0"
KanpurNagar,"20535","20535",( 20535) DEHLI SUJANPUR,,,,
Kaushambhi,"20541","20541",( 20541) CHARWA,,,,
KanpurNagar,"20549","20549",( 20549) KULGAO MOD,,,,
Pryagraj,"20553","20553",( 20553) ASHOK TALKIES CHAURAHA,"2022-05-01 17:44:40.0","2022-05-01 17:37:26.0",,"2022-05-01 17:46:18.0"
Agra,"20557","20557",( 20557) SHAHGANJ-(A),"2022-05-01 13:14:43.0","2022-05-01 13:10:17.0",,"2022-05-01 13:27:54.0"
Kaushambhi,"20566","20566",( 20566) KASENDA,,,,
KanpurNagar,"20573","20573",( 20573) CHATMARA,,,,
Pryagraj,"20575","20575",( 20575) CHHIWIKI STATION,"2022-04-30 15:46:44.0","2022-04-30 15:45:17.0",,"2022-04-30 15:45:28.0"
KanpurNagar,"20589","20589",( 20589) RATANPUR (NARAMAU),,,,
Pryagraj,"20607","20607",( 20607) NAINI STATION ROAD,,,,
KanpurNagar,"20615","20615",( 20615) NEW AZAD NAGAR-(A),,,,
KanpurNagar,"20621","20621",( 20621) BITHOOR,,,,
Pryagraj,"20631","20631",( 20631) YAMUNA BANK ROAD,"2022-05-02 17:32:35.0",,,
KanpurNagar,"20641","20641",( 20641) MAHARAJPUR,,,,
KanpurNagar,"20652","20652",( 20652) GANGAGANJ-(A),,,,
KanpurNagar,"20665","20665",( 20665) SARSAUL GAO,,,,
KanpurNagar,"20675","20675",( 20675) SARSAUL BAI PAS,"2022-04-30 17:30:02.0",,,
Pryagraj,"20679","20679",( 20679) NAINI STATION ROAD-(A),,,,
KanpurNagar,"20689","20689",( 20689) PREMPUR,,,,
Pryagraj,"20694","20694",( 20694) NAYI BAZAR,,,,
KanpurNagar,"20700","20700",( 20700) RAHNAS GAO,,,,
Kaushambhi,"20701","20701",( 20701) BENIRAM KATARA,,,,
KanpurNagar,"20709","20709",( 20709) TILSAHRI,,,,
Agra,"20715","20715",( 20715) NAGLA BOODHI CHAURAHA-(A),,,,
Kaushambhi,"20717","20717",( 20717) RASULPUR,,,,
KanpurNagar,"20725","20725",( 20725) HATHI GAO,,,,
Pryagraj,"20729","20729",( 20729) CHAKDAUD NAGAR (ASHOK TALKIES),"2022-05-01 18:06:57.0",,,
Kaushambhi,"20733","20733",( 20733) NEWADA,"2022-05-02 16:06:26.0","2022-05-02 16:01:38.0",,"2022-05-02 16:08:08.0"
KanpurNagar,"20742","20742",( 20742) SARSAUL STATION,,,,
Pryagraj,"20749","20749",( 20749) MEVA LAL KI BAGIYA,"2022-04-30 16:04:59.0","2022-04-30 16:05:12.0",,"2022-04-30 16:05:27.0"
Kaushambhi,"20753","20753",( 20753) KAZIPUR,,,,
KanpurNagar,"20757","20757",( 20757) TAUNS CHAURAHA,,,,
Pryagraj,"20767","20767",( 20767) ARAIL MOD,,,,
Kaushambhi,"20770","20770",( 20770) CHAYAL,"2022-05-02 12:11:34.0","2022-05-02 12:12:49.0",,"2022-05-02 12:17:11.0"
KanpurNagar,"20780","20780",( 20780) PALHEPUR,,,,
Agra,"20787","20787",( 20787) SHASTRI PURAM( PASHCHIMPURI CHAURAHE KE AASPASS),,,,
KanpurNagar,"20792","20792",( 20792) NARWAL,,,,
Ayodhya,"20794","20794",( 20794) SINGHNAGAR,,,,
KanpurNagar,"20801","20801",( 20801) PALI,,,,
Kaushambhi,"20807","20807",( 20807) KARAN CHAWRAHA,,,,
Pryagraj,"20810","20810",( 20810) BAIRAHANA,,,,
KanpurNagar,"20814","20814",( 20814) THOK POHAR,,,,
KanpurNagar,"20826","20826",( 20826) BIDHNU,,,,
Pryagraj,"20830","20830",( 20830) TALAB NAVAL RAY,,,,
Kaushambhi,"20831","20831",( 20831) HARRAYPUR,,,,
KanpurNagar,"20842","20842",( 20842) TULSIYAPURWA,,,,
KanpurNagar,"20853","20853",( 20853) KURIA,,,,
Pryagraj,"20861","20861",( 20861) RAMBAGH NO. 1 (MALAK RAJ),,,,
Ayodhya,"20867","20867",( 20867) V.P MAWAI KE PASS,,,,
Agra,"20868","20868",( 20868) GARHI THAKUR DAAS,,,,
KanpurNagar,"20870","20870",( 20870) RAMAIPUR,,,,
Kaushambhi,"20872","20872",( 20872) SAYYAD SARAWA,,,,
Pryagraj,"20876","20876",( 20876) RAMBAGH NO. 2 (STATION ROAD),,,,
Kaushambhi,"20894","20894",( 20894) IMAMGANJ,,,,
Pryagraj,"20899","20899",( 20899) RAMBAGH BUS STAND-(A),,,,
KanpurNagar,"20901","20901",( 20901) NEWRI ROAD MADHAV BAGH,,,,
Ayodhya,"20908","20908",( 20908) TAXI STAND GHOSIYANA BRAHIMPUR,,,,
Pryagraj,"20914","20914",( 20914) BAI KA BAGH,,,,
KanpurNagar,"20918","20918",( 20918) MANJHAWAN NO 1,,,,
Kaushambhi,"20919","20919",( 20919) CHAURADEEH,,,,
KanpurNagar,"20937","20937",( 20937) BHAWANIPUR,,,,
KanpurNagar,"20949","20949",( 20949) SAMBHUA,,,,
Ayodhya,"20953","20953",( 20953) MIRAPUR PRASTAVIT KOLWAGANW,,,,
KanpurNagar,"20967","20967",( 20967) KATHARA,,,,
Pryagraj,"20979","20979",( 20979) KEEDGANJ NO. 3 NAYI BASTI,,,,
KanpurNagar,"20981","20981",( 20981) SEN PURAB PARA,,,,
Ayodhya,"20988","20988",( 20988) SARAYNAMU,,,,
KanpurNagar,"20995","20995",( 20995) BHAUNTI,,,,
Pryagraj,"21013","21013",( 21013) GAUGHAT NO. 1 (YAMUNA BANK ROAD),,,,
KanpurNagar,"21021","21021",( 21021) BHISHI,,,,
KanpurNagar,"21031","21031",( 21031) SACHENDI,,,,
Pryagraj,"21048","21048",( 21048) GAUGHAT NO. 2 -(A),,,,
KanpurNagar,"21056","21056",( 21056) SIDI ITARA,,,,
KanpurNagar,"21066","21066",( 21066) BHAIRAMPUR,,,,
Pryagraj,"21069","21069",( 21069) BANS MANDI,,,,
Lucknow,"21076","21076",( 21076) BARABIRWA-1(SAROJ HOSPITAL SE V I P ROAD KE MADHYA KANPUR ROAD KE POORAB),,,,
KanpurNagar,"21079","21079",( 21079) BHIMSEN,,,,
Pryagraj,"21081","21081",( 21081) MUTTHIGANJ,,,,
Kaushambhi,"21097","21097",( 21097) MANJHAN PUR,,,,
KanpurNagar,"21113","21113",( 21113) KENDHA,,,,
Pryagraj,"21117","21117",( 21117) SHAHJI KA PURA,,,,
Ayodhya,"21121","21121",( 21121) BAHGATNAGAR CAHURAHA,,,,
KanpurNagar,"21125","21125",( 21125) SINGHPUR,,,,
Pryagraj,"21128","21128",( 21128) KATGHAR,,,,
Lucknow,"21133","21133",( 21133) BARABIRWA NO. 2 (SHREYA COMPLEX TO JAIN COMPLEX KE MADHYA),,,,
KanpurNagar,"21136","21136",( 21136) MANDHANA-(A),,,,
Kaushambhi,"21141","21141",( 21141) BERUEE,,,,
Pryagraj,"21142","21142",( 21142) PHOOL BAGIYA,,,,
KanpurNagar,"21148","21148",( 21148) TIKRA,"2022-04-30 17:36:05.0","2022-04-30 17:36:29.0",,"2022-04-30 17:41:40.0"
Pryagraj,"21155","21155",( 21155) KHAN CHAURAHA-MAHEWA ROAD,"2022-05-02 12:50:40.0","2022-05-02 12:48:02.0",,"2022-05-02 12:48:19.0"
Kaushambhi,"21159","21159",( 21159) KANAILI,,,,
KanpurNagar,"21161","21161",( 21161) KURSAULI,,,,
Ayodhya,"21170","21170",( 21170) GOGAWA CHAURAHA,,,,
KanpurNagar,"21174","21174",( 21174) MAKSOODABAD,"2022-04-30 17:52:01.0","2022-04-30 17:52:14.0",,"2022-04-30 17:52:29.0"
Kaushambhi,"21175","21175",( 21175) JAGNNATH PUR,,,,
Lucknow,"21176","21176",( 21176) ASHIYANA NO 1 POWER HOUSE (NEAR POWER HOUSE),,,,
Kaushambhi,"21185","21185",( 21185) CHAMPAHA,,,,
Ayodhya,"21190","21190",( 21190) FATTAPUR CHAURAHA,,,,
